NM2,NM3,NM4,NM5,IDN5
Košický,Košice II,Košice-Šaca,Šaca,"827509"
Košický,Košice - okolie,Košická Belá,Košická Belá,"827606"
Košický,Košice - okolie,Košická Polianka,Košická Polianka,"827622"
Košický,Košice - okolie,Košické Oľšany,Nižný Olčvár,"827631"
Košický,Košice - okolie,Košické Oľšany,Vyšný Olčvár,"827649"
Košický,Košice - okolie,Košický Klečenov,Košický Klečenov,"827673"
Prešovský,Humenné,Koškovce,Koškovce,"827681"
Trnavský,Trnava,Košolná,Košolná,"827690"
Žilinský,Martin,Košťany nad Turcom,Košťany nad Turcom,"827711"
Trnavský,Galanta,Košúty,Košúty,"827720"
Žilinský,Bytča,Kotešová,Kotešová,"827746"
Žilinský,Žilina,Kotrčiná Lúčka,Kotrčiná Lúčka,"827762"
Banskobystrický,Zvolen,Kováčová,Kováčová,"827771"
Košický,Rožňava,Kováčová,Kováčová,"827797"
Banskobystrický,Veľký Krtíš,Kováčovce,Kováčovce,"827801"
Trnavský,Senica,Koválov,Koválov,"827827"
Trnavský,Skalica,Koválovec,Koválovec,"827835"
Nitriansky,Topoľčany,Kovarce,Kovarce,"827843"
Nitriansky,Levice,Kozárovce,Kozárovce,"827860"
Banskobystrický,Banská Štiavnica,Kozelník,Kozelník,"827878"
Banskobystrický,Krupina,Kozí Vrbovok,Kozí Vrbovok,"827886"
Prešovský,Bardejov,Kožany,Kožany,"827894"
Košický,Trebišov,Kožuchov,Kožuchov,"827908"
Prešovský,Stropkov,Kožuchovce,Kožuchovce,"827916"
Prešovský,Svidník,Kračúnovce,Kračúnovce,"827924"
Banskobystrický,Žiar nad Hronom,Krahule,Krahule,"827932"
Prešovský,Svidník,Krajná Bystrá,Krajná Bystrá,"827941"
Prešovský,Svidník,Krajná Poľana,Krajná Poľana,"827959"
Prešovský,Svidník,Krajná Porúbka,Krajná Porúbka,"827967"
Trenčiansky,Myjava,Krajné,Krajné,"827975"
Prešovský,Svidník,Krajné Čierno,Krajné Čierno,"828041"
Trnavský,Piešťany,Krakovany,Krakovany,"828050"
Trnavský,Piešťany,Krakovany,Stráže,"828068"
Banskobystrický,Rimavská Sobota,Kráľ,Kráľ,"828076"
Banskobystrický,Banská Bystrica,Králiky,Králiky,"828084"
Trnavský,Galanta,Kráľov Brod,Kráľov Brod,"828106"
Banskobystrický,Zvolen,Zvolen,Kráľová,"828157"
Žilinský,Liptovský Mikuláš,Kráľova Lehota,Kráľova Lehota,"828173"
Nitriansky,Šaľa,Kráľová nad Váhom,Kráľová nad Váhom,"828190"
Bratislavský,Senec,Kráľová pri Senci,Kráľová pri Senci,"828203"
Bratislavský,Senec,Kráľová pri Senci,Krmeš,"828211"
Žilinský,Dolný Kubín,Kraľovany,Kraľovany,"828220"
Košický,Košice - okolie,Kráľovce,Kráľovce,"828238"
Banskobystrický,Krupina,Kráľovce-Krnišov,Kráľovce,"828246"
Banskobystrický,Krupina,Kráľovce-Krnišov,Krnišov,"828254"
Trnavský,Dunajská Streda,Kráľovičove Kračany,Etreho Kračany,"828262"
Trnavský,Dunajská Streda,Kráľovičove Kračany,Jastrabie Kračany,"828271"
Trnavský,Dunajská Streda,Kráľovičove Kračany,Kľučiarove Kračany,"828289"
Trnavský,Dunajská Streda,Kráľovičove Kračany,Kráľovičove Kračany,"828297"
Trnavský,Dunajská Streda,Kráľovičove Kračany,Lesné Kračany,"828301"
Košický,Trebišov,Kráľovský Chlmec,Kráľovský Chlmec,"828360"
Banskobystrický,Rimavská Sobota,Kraskovo,Kraskovo,"828378"
Žilinský,Tvrdošín,Tvrdošín,Krásna Hôrka,"828386"
Prešovský,Sabinov,Krásna Lúka,Krásna Lúka,"828394"
Košický,Košice IV,Košice-Krásna,Krásna,"828416"
Trenčiansky,Bánovce nad Bebravou,Krásna Ves,Krásna Ves,"828432"
Žilinský,Žilina,Krasňany,Krasňany,"828459"
Trenčiansky,Partizánske,Krásno,Krásno,"828467"
Žilinský,Čadca,Krásno nad Kysucou,Krásno nad Kysucou,"828483"
Košický,Rožňava,Krásnohorská Dlhá Lúka,Krásnohorská Dlhá Lúka,"828700"
Košický,Rožňava,Krásnohorské Podhradie,Krásnohorské Podhradie,"828734"
Košický,Michalovce,Krásnovce,Krásnovce,"828751"
Prešovský,Medzilaborce,Krásny Brod,Krásny Brod,"828769"
Prešovský,Medzilaborce,Rokytovce,Rokytovce,"828785"
Prešovský,Poprad,Kravany,Kravany,"828807"
Košický,Trebišov,Kravany,Kravany,"828815"
Nitriansky,Komárno,Kravany nad Dunajom,Kravany nad Dunajom,"828823"
Košický,Sobrance,Krčava,Krčava,"828858"
Prešovský,Stará Ľubovňa,Kremná,Kremná,"828874"
Banskobystrický,Žiar nad Hronom,Kremnica,Kremnica,"828882"
Banskobystrický,Žiar nad Hronom,Kremnické Bane,Kremnické Bane,"829021"
Košický,Sobrance,Kristy,Kristy,"829030"
Prešovský,Stropkov,Krišľovce,Krišľovce,"829048"
Košický,Michalovce,Krišovská Liesková,Krišovská Liesková,"829056"
Žilinský,Dolný Kubín,Krivá,Krivá,"829072"
Banskobystrický,Detva,Korytárky,Korytárky,"829081"
Banskobystrický,Detva,Kriváň,Kriváň,"829099"
Prešovský,Sabinov,Krivany,Krivany,"829137"
Prešovský,Bardejov,Krivé,Krivé,"829145"
Trenčiansky,Ilava,Krivoklát,Krivoklát,"829153"
Trenčiansky,Trenčín,Krivosúd-Bodovka,Krivosúd-Bodovka,"829161"
Prešovský,Bardejov,Kríže,Kríže,"829170"
Prešovský,Kežmarok,Krížová Ves,Krížová Ves,"829196"
Prešovský,Prešov,Krížovany,Krížovany,"829200"
Trnavský,Trnava,Križovany nad Dudváhom,Križovany nad Dudváhom,"829218"
Banskobystrický,Poltár,Krná,Krná,"829226"
Nitriansky,Topoľčany,Krnča,Krnča,"829269"
Banskobystrický,Rimavská Sobota,Krokava,Krokava,"829277"
Košický,Spišská Nová Ves,Krompachy,Krompachy,"829307"
Žilinský,Martin,Krpeľany,Krpeľany,"829412"
Nitriansky,Levice,Krškany,Malé Krškany,"829447"
Nitriansky,Levice,Krškany,Veľké Krškany,"829455"
Nitriansky,Topoľčany,Krtovce,Krtovce,"829471"
Banskobystrický,Krupina,Krupina,Krupina,"829498"
Žilinský,Námestovo,Krušetnica,Krušetnica,"829587"
Prešovský,Stropkov,Krušinec,Krušinec,"829595"
Nitriansky,Topoľčany,Krušovce,Dolné Chlebany,"829609"
Nitriansky,Topoľčany,Krušovce,Krušovce,"829617"
Prešovský,Bardejov,Kružlov,Kružlov,"829625"
Prešovský,Svidník,Kružlová,Kružlová,"829641"
Košický,Rožňava,Kružná,Kružná,"829650"
Banskobystrický,Rimavská Sobota,Kružno,Kružno,"829676"
Trenčiansky,Bánovce nad Bebravou,Kšinná,Kšinná,"829692"
Nitriansky,Levice,Kubáňovo,Kubáňovo,"829714"
Trenčiansky,Trenčín,Trenčín,Kubrá,"829722"
Trenčiansky,Trenčín,Trenčín,Kubrica,"829731"
Prešovský,Bardejov,Kučín,Kučín,"829757"
Prešovský,Vranov nad Topľou,Kučín,Kučín nad Ondavou,"829765"
Bratislavský,Malacky,Kuchyňa,Kuchyňa,"829773"
Trnavský,Senica,Kuklov,Kuklov,"829781"
Prešovský,Svidník,Kuková,Kuková,"829790"
Nitriansky,Levice,Kukučínov,Kukučínov,"829811"
Nitriansky,Levice,Kukučínov,Malý Pesek,"829820"
Žilinský,Žilina,Kunerad,Kunerad,"829838"
Banskobystrický,Žiar nad Hronom,Kunešov,Kunešov,"829854"
Trnavský,Senica,Senica,Kunov,"829862"
Košický,Rožňava,Kunova Teplica,Kunova Teplica,"829897"
Nitriansky,Levice,Kuraľany,Kuraľany,"829901"
Prešovský,Bardejov,Kurima,Kurima,"829919"
Prešovský,Levoča,Kurimany,Kurimany,"829927"
Prešovský,Svidník,Kurimka,Kurimka,"829935"
Prešovský,Bardejov,Kurov,Kurov,"829943"
Košický,Michalovce,Kusín,Kusín,"829951"
Trnavský,Dunajská Streda,Kútniky,Blažov,"829960"
Trnavský,Dunajská Streda,Povoda,Čenkesfa,"829978"
Trnavský,Dunajská Streda,Kútniky,Heďbeneéte,"829986"
Trnavský,Dunajská Streda,Povoda,Lidér Tejed,"830003"
Trnavský,Dunajská Streda,Povoda,Pódafa,"830011"
Trnavský,Dunajská Streda,Kútniky,Töböréte,"830020"
Trnavský,Senica,Kúty,Kúty,"830038"
Nitriansky,Topoľčany,Kuzmice,Kuzmice,"830054"
Košický,Trebišov,Kuzmice,Kuzmice,"830089"
Žilinský,Liptovský Mikuláš,Kvačany,Dlhá Lúka,"830097"
Žilinský,Liptovský Mikuláš,Kvačany,Kvačany,"830101"
Prešovský,Prešov,Kvačany,Kvačany,"830119"
Prešovský,Vranov nad Topľou,Kvakovce,Kvakovce,"830127"
Trenčiansky,Púchov,Kvašov,Kvašov,"830151"
Nitriansky,Levice,Keť,Keť,"830178"
Trnavský,Dunajská Streda,Kvetoslavov,Kvetoslavov,"830208"
Banskobystrický,Rimavská Sobota,Kyjatice,Kyjatice,"830232"
Prešovský,Stará Ľubovňa,Kyjov,Kyjov,"830241"
Košický,Košice - okolie,Kysak,Kysak,"830259"
Košický,Trebišov,Kysta,Kysta,"830275"
Žilinský,Kysucké Nové Mesto,Kysucké Nové Mesto,Kysucké Nové Mesto,"830283"
Žilinský,Kysucké Nové Mesto,Kysucký Lieskovec,Kysucký Lieskovec,"830381"
Bratislavský,Malacky,Láb,Láb,"830399"
Banskobystrický,Krupina,Lackov,Lackov,"830429"
Prešovský,Stará Ľubovňa,Lacková,Lacková,"830437"
Prešovský,Humenné,Lackovce,Lackovce,"830445"
Prešovský,Prešov,Lipovce,Lačnov,"830453"
Prešovský,Prešov,Lada,Lada,"830461"
Trenčiansky,Ilava,Ladce,Ladce,"830488"
Nitriansky,Zlaté Moravce,Ladice,Ladice,"830496"
Košický,Trebišov,Ladmovce,Ladmovce,"830500"
Banskobystrický,Žiar nad Hronom,Ladomerská Vieska,Ladomer,"830518"
Prešovský,Snina,Ladomirov,Ladomirov,"830526"
Prešovský,Svidník,Ladomirová,Ladomirová,"830542"
Banskobystrický,Krupina,Ladzany,Ladzany,"830551"
Trnavský,Senica,Lakšárska Nová Ves,Lakšárska Nová Ves,"830577"
Trnavský,Senica,Lakšárska Nová Ves,Mikulášov,"830585"
Trnavský,Piešťany,Kočín-Lančár,Lančár,"830615"
Nitriansky,Nitra,Malý Lapáš,Malý Lapáš,"830623"
Nitriansky,Nitra,Veľký Lapáš,Veľký Lapáš,"830631"
Prešovský,Bardejov,Lascov,Lascov,"830640"
Žilinský,Martin,Laskár,Laskár,"830658"
Košický,Michalovce,Lastomír,Lastomír,"830666"
Košický,Trebišov,Lastovce,Lastovce,"830682"
Košický,Michalovce,Laškovce,Laškovce,"830704"
Banskobystrický,Detva,Látky,Látky,"830747"
Žilinský,Martin,Kláštor pod Znievom,Lazany,"830879"
Trenčiansky,Prievidza,Lazany,Lazany,"830887"
Žilinský,Liptovský Mikuláš,Lazisko,Lazisko,"830895"
Trenčiansky,Púchov,Lazy pod Makytou,Dubková,"830917"
Trenčiansky,Púchov,Lazy pod Makytou,Lazy pod Makytou,"830950"
Prešovský,Prešov,Lažany,Lažany,"831042"
Trenčiansky,Púchov,Lednica,Lednica,"831051"
Trenčiansky,Púchov,Lednické Rovne,Lednické Rovne,"831077"
Prešovský,Stará Ľubovňa,Legnava,Legnava,"831085"
Trnavský,Dunajská Streda,Lehnice,Malý Lég,"831107"
Trnavský,Dunajská Streda,Lehnice,Masníkovo,"831115"
Trnavský,Dunajská Streda,Lehnice,Sása,"831123"
Trnavský,Dunajská Streda,Lehnice,Veľký Lég,"831131"
Nitriansky,Nitra,Lehota,Lehota,"831140"
Banskobystrický,Rimavská Sobota,Lehota nad Rimavicou,Rimavská Lehota,"831158"
Banskobystrický,Rimavská Sobota,Lehota nad Rimavicou,Rimavica,"831166"
Trenčiansky,Prievidza,Lehota pod Vtáčnikom,Lehota pod Vtáčnikom,"831191"
Banskobystrický,Lučenec,Lehôtka,Lehôtka,"831204"
Banskobystrický,Žiar nad Hronom,Lehôtka pod Brehmi,Lehôtka pod Brehmi,"831212"
Prešovský,Kežmarok,Lechnica,Lechnica,"831239"
Košický,Sobrance,Lekárovce,Lekárovce,"831247"
Nitriansky,Nové Zámky,Leľa,Leľa,"831255"
Košický,Trebišov,Leles,Kapoňa,"831263"
Košický,Trebišov,Leles,Leles,"831271"
Prešovský,Prešov,Lemešany,Chabžany,"831298"
Prešovský,Prešov,Lemešany,Lemešany,"831301"
Prešovský,Bardejov,Lenartov,Lenartov,"831328"
Banskobystrický,Rimavská Sobota,Lenartovce,Lenartovce,"831336"
Prešovský,Kežmarok,Lendak,Lendak,"831344"
Banskobystrický,Rimavská Sobota,Lenka,Lenka,"831352"
Banskobystrický,Lučenec,Lentvora,Lentvora,"831361"
Trnavský,Hlohovec,Leopoldov,Leopoldov,"831379"
Banskobystrický,Veľký Krtíš,Lesenice,Lesenice,"831395"
Prešovský,Prešov,Lesíček,Lesíček,"831409"
Košický,Michalovce,Lesné,Lesné,"831417"
Prešovský,Stará Ľubovňa,Lesnica,Lesnica,"831425"
Banskobystrický,Zvolen,Lešť (vojenský obvod),Lešť,"831433"
Banskobystrický,Zvolen,Lešť (vojenský obvod),Lažteky,"831441"
Banskobystrický,Zvolen,Lešť (vojenský obvod),Podjavorie,"831450"
Banskobystrický,Zvolen,Lešť (vojenský obvod),Vidov Vrch,"831468"
Žilinský,Dolný Kubín,Leštiny,Leštiny,"831484"
Košický,Spišská Nová Ves,Letanovce,Letanovce,"831514"
Trnavský,Skalica,Letničie,Letničie,"831522"
Nitriansky,Levice,Levice,Levice,"831646"
Banskobystrický,Revúca,Levkuška,Levkuška,"831841"
Prešovský,Levoča,Levoča,Levoča,"831859"
Žilinský,Martin,Ležiachov,Ležiachov,"831972"
Trenčiansky,Bánovce nad Bebravou,Libichava,Libichava,"831981"
Banskobystrický,Revúca,Licince,Licince,"831999"
Prešovský,Prešov,Ličartovce,Ličartovce,"832006"
Žilinský,Tvrdošín,Liesek,Liesek,"832022"
Košický,Spišská Nová Ves,Lieskovany,Lieskovany,"832031"
Banskobystrický,Zvolen,Lieskovec,Lieskovec,"832057"
Prešovský,Humenné,Lieskovec,Lieskovec,"832065"
Žilinský,Turčianske Teplice,Liešno,Liešno,"832073"
Trenčiansky,Prievidza,Liešťany,Dobročná,"832081"
Trenčiansky,Prievidza,Liešťany,Liešťany,"832090"
Trenčiansky,Prievidza,Liešťany,Lomnica,"832103"
Žilinský,Žilina,Lietava,Lietava,"832111"
Žilinský,Žilina,Lietavská Lúčka,Lietavská Lúčka,"832138"
Žilinský,Žilina,Porúbka,Porúbka,"832146"
Žilinský,Žilina,Lietavská Svinná-Babkov,Lietavská Svinná,"832162"
Žilinský,Ružomberok,Likavka,Likavka,"832171"
Bratislavský,Pezinok,Limbach,Limbach,"832189"
Prešovský,Sabinov,Lipany,Lipany,"832219"
Trenčiansky,Prievidza,Lipník,Lipník,"832235"
Nitriansky,Nové Zámky,Lipová,Mlynský Sek,"832243"
Nitriansky,Nové Zámky,Lipová,Ondrochov,"832251"
Prešovský,Bardejov,Lipová,Lipová,"832260"
Banskobystrický,Lučenec,Lipovany,Lipovany,"832286"
Prešovský,Prešov,Lipovce,Lipovce,"832294"
Nitriansky,Komárno,Lipové,Lipové,"832324"
Žilinský,Martin,Lipovec,Lipovec,"832341"
Banskobystrický,Rimavská Sobota,Lipovec,Lipovec,"832359"
Nitriansky,Topoľčany,Lipovník,Lipovník,"832367"
Košický,Rožňava,Lipovník,Lipovník,"832383"
Žilinský,Liptovský Mikuláš,Liptovská Anna,Liptovská Anna,"832391"
Žilinský,Liptovský Mikuláš,Liptovská Kokava,Liptovská Kokava,"832405"
Žilinský,Ružomberok,Liptovská Lúžna,Liptovská Lúžna,"832413"
Žilinský,Ružomberok,Liptovská Osada,Liptovská Osada,"832430"
Žilinský,Liptovský Mikuláš,Liptovská Porúbka,Liptovská Porúbka,"832448"
Žilinský,Liptovský Mikuláš,Liptovská Sielnica,Liptovská Sielnica,"832472"
Žilinský,Liptovský Mikuláš,Liptovská Sielnica,Parížovce,"832481"
Žilinský,Liptovský Mikuláš,Liptovská Sielnica,Liptovská Mara,"832499"
Žilinský,Ružomberok,Liptovská Štiavnica,Liptovská Štiavnica,"832502"
Žilinský,Ružomberok,Liptovská Teplá,Liptovská Teplá,"832511"
Žilinský,Ružomberok,Liptovská Teplá,Madočany,"832529"
Prešovský,Poprad,Liptovská Teplička,Liptovská Teplička,"832537"
Žilinský,Liptovský Mikuláš,Liptovské Beharovce,Liptovské Beharovce,"832545"
Žilinský,Liptovský Mikuláš,Liptovské Kľačany,Liptovské Kľačany,"832553"
Žilinský,Liptovský Mikuláš,Liptovské Matiašovce,Liptovské Matiašovce,"832561"
Žilinský,Ružomberok,Liptovské Revúce,Liptovské Revúce,"832596"
Žilinský,Liptovský Mikuláš,Liptovský Hrádok,Liptovský Hrádok,"832618"
Žilinský,Liptovský Mikuláš,Liptovský Ján,Liptovský Ján,"832677"
Žilinský,Ružomberok,Liptovský Michal,Liptovský Michal,"832693"
Žilinský,Liptovský Mikuláš,Liptovský Mikuláš,Liptovský Mikuláš,"832707"
Žilinský,Liptovský Mikuláš,Liptovský Mikuláš,Palúdzka,"832766"
Žilinský,Liptovský Mikuláš,Liptovský Mikuláš,Liptovská Ondrašová,"832782"
Žilinský,Liptovský Mikuláš,Liptovský Ondrej,Liptovský Ondrej,"832839"
Žilinský,Liptovský Mikuláš,Liptovský Peter,Liptovský Peter,"832855"
Žilinský,Liptovský Mikuláš,Liptovský Trnovec,Liptovský Trnovec,"832863"
Žilinský,Ružomberok,Lisková,Lisková,"832871"
Banskobystrický,Krupina,Lišov,Lišov,"832880"
Banskobystrický,Krupina,Litava,Litava,"832928"
Prešovský,Stará Ľubovňa,Litmanová,Litmanová,"832944"
Trenčiansky,Partizánske,Livinské Opatovce,Livinské Opatovce,"832952"
Prešovský,Bardejov,Livov,Livov,"832961"
Prešovský,Bardejov,Livovská Huta,Livovská Huta,"832979"
Žilinský,Kysucké Nové Mesto,Lodno,Lodno,"832987"
Nitriansky,Levice,Lok,Lok,"833002"
Žilinský,Námestovo,Lokca,Lokca,"833011"
Banskobystrický,Brezno,Lom nad Rimavicou,Lom nad Rimavicou,"833045"
Žilinský,Námestovo,Lomná,Lomná,"833053"
Prešovský,Stropkov,Lomné,Lomné,"833061"
Prešovský,Stará Ľubovňa,Lomnička,Lomnička,"833088"
Nitriansky,Levice,Lontov,Lontov,"833096"
Trnavský,Skalica,Lopašov,Lopašov,"833100"
Prešovský,Bardejov,Lopúchov,Lopúchov,"833118"
Žilinský,Kysucké Nové Mesto,Lopušné Pažite,Lopušné Pažite,"833126"
Košický,Košice II,Košice-Lorinčík,Lorinčík,"833134"
Trnavský,Trnava,Lošonec,Lošonec,"833142"
Nitriansky,Zlaté Moravce,Lovce,Lovce,"833151"
Banskobystrický,Žiar nad Hronom,Lovča,Lovča,"833169"
Banskobystrický,Žiar nad Hronom,Lovčica-Trubín,Lovčica,"833177"
Trnavský,Trnava,Dolné Lovčice,Dolné Lovčice,"833185"
Trnavský,Trnava,Brestovany,Horné Lovčice,"833193"
Banskobystrický,Lučenec,Lovinobaňa,Lovinobaňa,"833215"
Bratislavský,Malacky,Lozorno,Lozorno,"833231"
Košický,Michalovce,Ložín,Ložín,"833240"
Nitriansky,Nové Zámky,Ľubá,Ľubá,"833258"
Žilinský,Liptovský Mikuláš,Ľubeľa,Kráľovská Ľubeľa,"833266"
Žilinský,Liptovský Mikuláš,Ľubeľa,Zemianska Ľubeľa,"833274"
Banskobystrický,Revúca,Lubeník,Lubeník,"833291"
Prešovský,Kežmarok,Ľubica,Ľubica,"833312"
Banskobystrický,Banská Bystrica,Ľubietová,Ľubietová,"833339"
Trenčiansky,Nové Mesto nad Váhom,Lubina,Lubina,"833398"
Prešovský,Humenné,Ľubiša,Ľubiša,"833495"
Žilinský,Ružomberok,Ľubochňa,Ľubochňa,"833509"
Trenčiansky,Trenčín,Nemšová,Ľuborča,"833533"
Banskobystrický,Lučenec,Ľuboreč,Ľuboreč,"833541"
Banskobystrický,Veľký Krtíš,Ľuboriečka,Ľuboriečka,"833568"
Prešovský,Prešov,Ľubotice,Ľubotice,"833584"
Prešovský,Stará Ľubovňa,Ľubotín,Ľubotín,"833606"
Prešovský,Prešov,Ľubovec,Ľubovec,"833614"
Prešovský,Prešov,Ľubovec,Ruské Pekľany,"833622"
Trnavský,Dunajská Streda,Lúč na Ostrove,Malá Lúč,"833631"
Trnavský,Dunajská Streda,Lúč na Ostrove,Veľká Lúč,"833649"
Banskobystrický,Banská Bystrica,Lučatín,Lučatín,"833657"
Banskobystrický,Lučenec,Lučenec,Lučenec,"833673"
Banskobystrický,Lučenec,Lučenec,Opatová,"833754"
Banskobystrický,Lučenec,Mikušovce,Mikušovce,"833797"
Prešovský,Prešov,Lúčina,Lúčina,"833924"
Prešovský,Poprad,Lučivná,Lučivná,"833959"
Prešovský,Svidník,Lúčka,Lúčka,"833967"
Prešovský,Sabinov,Lúčka,Lúčka,"833975"
Košický,Rožňava,Lúčka,Lúčka,"833991"
Prešovský,Levoča,Lúčka,Lúčka,"834009"
Žilinský,Ružomberok,Lúčky,Lúčky,"834017"
Banskobystrický,Žiar nad Hronom,Lúčky,Lúčky,"834033"
Košický,Michalovce,Lúčky,Lúčky,"834041"
Nitriansky,Nitra,Lúčnica nad Žitavou,Martinová,"834050"
Nitriansky,Nitra,Lúčnica nad Žitavou,Vajka nad Žitavou,"834068"
Nitriansky,Topoľčany,Ludanice,Ludanice,"834076"
Žilinský,Ružomberok,Ludrová,Ludrová,"834084"
Košický,Trebišov,Luhyňa,Luhyňa,"834092"
Trenčiansky,Nové Mesto nad Váhom,Lúka,Lúka,"834106"
Nitriansky,Nitra,Lukáčovce,Lukáčovce,"834114"
Prešovský,Humenné,Lukačovce,Lukačovce,"834122"
Banskobystrický,Zvolen,Lukavica,Lukavica,"834131"
Prešovský,Bardejov,Lukavica,Lukavica,"834149"
Prešovský,Bardejov,Lukov,Lukov,"834165"
Prešovský,Bardejov,Lukov,Venécia,"834173"
Banskobystrický,Zvolen,Zvolen,Lukové,"834181"
Banskobystrický,Rimavská Sobota,Lukovištia,Lukovištia,"834203"
Trenčiansky,Púchov,Lúky,Lúky,"834211"
Nitriansky,Levice,Lula,Lula,"834238"
Banskobystrický,Lučenec,Lupoč,Lupoč,"834254"
Banskobystrický,Žiar nad Hronom,Lutila,Lutila,"834262"
Prešovský,Sabinov,Ľutina,Ľutina,"834289"
Žilinský,Žilina,Lutiše,Lutiše,"834319"
Trenčiansky,Bánovce nad Bebravou,Ľutov,Ľutov,"834360"
Nitriansky,Topoľčany,Lužany,Lužany,"834378"
Prešovský,Svidník,Lužany pri Topli,Lužany pri Topli,"834386"
Nitriansky,Nitra,Lužianky,Lužianky,"834408"
Prešovský,Kežmarok,Spišská Stará Ves,Lysá nad Dunajcom,"834416"
Trenčiansky,Púchov,Lysá pod Makytou,Lysá pod Makytou,"834483"
Žilinský,Žilina,Lysica,Lysica,"834581"
Trnavský,Dunajská Streda,Macov,Macov,"834599"
Trenčiansky,Prievidza,Diviaky nad Nitricou,Mačov,"834602"
Banskobystrický,Lučenec,Ábelová,Madačka,"834637"
Trnavský,Hlohovec,Madunice,Madunice,"834670"
Banskobystrický,Revúca,Magnezitovce,Kopráš,"834696"
Banskobystrický,Revúca,Magnezitovce,Mníšany,"834700"
Nitriansky,Zlaté Moravce,Machulince,Machulince,"834718"
Trnavský,Trnava,Majcichov,Majcichov,"834726"
Prešovský,Kežmarok,Majere,Majere,"834734"
Prešovský,Vranov nad Topľou,Majerovce,Majerovce,"834742"
Žilinský,Čadca,Makov,Makov,"834858"
Prešovský,Stropkov,Makovce,Makovce,"834955"
Banskobystrický,Veľký Krtíš,Malá Čalomija,Malá Čalomija,"834963"
Trenčiansky,Prievidza,Malá Čausa,Malá Čausa,"834971"
Žilinský,Žilina,Malá Čierna,Malá Čierna,"834980"
Prešovský,Vranov nad Topľou,Malá Domaša,Malá Domaša,"834998"
Prešovský,Kežmarok,Malá Franková,Malá Franková,"835005"
Trenčiansky,Bánovce nad Bebravou,Malá Hradná,Malá Hradná,"835021"
Košický,Košice - okolie,Malá Ida,Malá Ida,"835030"
Banskobystrický,Žarnovica,Malá Lehota,Malá Lehota,"835102"
Košický,Košice - okolie,Malá Lodina,Malá Lodina,"835137"
Trnavský,Galanta,Malá Mača,Malá Mača,"835161"
Nitriansky,Nové Zámky,Malá nad Hronom,Malá nad Hronom,"835170"
Prešovský,Stropkov,Malá Poľana,Malá Poľana,"835188"
Bratislavský,Malacky,Malacky,Malacky,"835196"
Nitriansky,Levice,Málaš,Málaš,"835382"
Žilinský,Dolný Kubín,Malatiná,Malatiná,"835391"
Žilinský,Liptovský Mikuláš,Malatíny,Malatíny,"835412"
